	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	Sulfur_id	kegg_genes_id	ko_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_4	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	4	3134	3961	-1	A		psin:CAK95_13485	K13292	"psin:CAK95_13485 (K13292) lgt, umpA; phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]"	TRUE	0.786	439	1.97E-136								Prolipoprotein diacylglyceryl transferase [PF01790.21]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_5	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	5	4113	4397	1	C		rhz:RHPLAN_14890		rhz:RHPLAN_14890 ()	FALSE	0.782	132	1.84E-33								Membrane fusogenic activity [PF04380.16]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_6	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	6	4550	5266	1	C		bic:LMTR13_33005	K02897	"bic:LMTR13_33005 (K02897) RP-L25, rplY; large subunit ribosomal protein L25"	FALSE	0.614	288	6.81E-85								"Ribosomal protein TL5, C-terminal domain [PF14693.9]; Ribosomal L25p family [PF01386.22]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_7	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	7	5407	6024	1	C		psin:CAK95_13470	K01056	"psin:CAK95_13470 (K01056) PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]"	FALSE	0.776	314	1.97E-94								Peptidyl-tRNA hydrolase [PF01195.22]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_8	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	8	6232	7338	1	A		psin:CAK95_13465	K06942	psin:CAK95_13465 (K06942) ychF; ribosome-binding ATPase	TRUE	0.799	604	1.23E-191								Protein of unknown function (DUF933) [PF06071.16]; 50S ribosome-binding GTPase [PF01926.26]; Ferrous iron transport protein B [PF02421.21]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_9	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	9	7343	7633	-1	C		rpt:Rpal_4837		rpt:Rpal_4837 ()	FALSE	0.654	123	2.94E-30								Domain of unknown function (DUF4282) [PF14110.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_10	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	10	7790	8278	1	C		vgo:GJW-30_1_01752		vgo:GJW-30_1_01752 ()	FALSE	0.625	183	1.14E-49								MaoC like domain [PF01575.22]; N-terminal half of MaoC dehydratase [PF13452.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_11	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	11	8285	8776	1	C		rhz:RHPLAN_15040		rhz:RHPLAN_15040 ()	FALSE	0.681	218	5.57E-62								MaoC like domain [PF01575.22]; N-terminal half of MaoC dehydratase [PF13452.9]; Mesaconyl-CoA hydratase [PF19315.2]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_12	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	12	8773	9990	1	A		rhz:RHPLAN_15050	K08223	"rhz:RHPLAN_15050 (K08223) fsr; MFS transporter, FSR family, fosmidomycin resistance protein"	TRUE	0.662	513	1.27E-159								Major Facilitator Superfamily [PF07690.19]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_13	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	13	10004	10390	-1	C		azc:AZC_3707		azc:AZC_3707 ()	FALSE	0.437	68	1.00E-10													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_14	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	14	10560	11312	-1	C		msl:Msil_2902	K09761	msl:Msil_2902 (K09761) rsmE; 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	FALSE	0.647	320	1.32E-95								RNA methyltransferase domain [PF04452.17]; RNA methyltransferase PUA domain [PF20260.1]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_15	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	15	11448	12059	1	C		bic:LMTR13_33365		bic:LMTR13_33365 ()	FALSE	0.395	124	1.34E-28													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_16	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	16	12056	12991	1	A		psin:CAK95_13415	K03179	psin:CAK95_13415 (K03179) ubiA; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	TRUE	0.752	472	4.47E-147								UbiA prenyltransferase family [PF01040.21]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_17	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	17	12993	13547	-1	C		rhz:RHPLAN_15120		rhz:RHPLAN_15120 ()	FALSE	0.461	154	1.50E-39								Family of unknown function (DUF6101) [PF19596.2]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_18	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	18	13787	15139	1	A		rhz:RHPLAN_15130	K03592	rhz:RHPLAN_15130 (K03592) pmbA; PmbA protein	TRUE	0.697	627	3.04E-198	MER0026080	M103	MER0026080 - family M103 non-peptidase homologues (Rhodopseudomonas palustris) [M103.UNW]#M103#{peptidase unit: 3-465}~source ACE99885~	TRUE	0.69	619	2.05E-197	PmbA/TldA metallopeptidase C-terminal domain [PF19289.2]; PmbA/TldA metallopeptidase domain 1 [PF01523.19]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_19	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	19	15174	15938	1	C		psin:CAK95_13400	K01092	"psin:CAK95_13400 (K01092) E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]"	FALSE	0.595	291	1.10E-85								Inositol monophosphatase family [PF00459.28]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_20	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	20	15975	16226	1	C		pstg:E8M01_13045		pstg:E8M01_13045 ()	FALSE	0.782	127	4.84E-32								Domain of unknown function (DUF4170) [PF13773.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_21	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	21	16278	16952	1	C		psin:CAK95_13390		psin:CAK95_13390 ()	FALSE	0.642	275	1.20E-80								Domain of unknown function (DUF374) [PF04028.16]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_22	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	22	16912	18249	1	A		rhz:RHPLAN_15170	K02527	"rhz:RHPLAN_15170 (K02527) kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]"	TRUE	0.625	527	1.62E-163								3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase) [PF04413.19]	GT30	GT30 CMP-beta-KDO: alpha-3-deoxy-D-manno-octulosonic-acid (KDO) transferase (EC 2.4.99.-).	2.4.99.-	GT30.hmm	0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_23	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	23	18242	19243	1	A		rhz:RHPLAN_15180	K00912	rhz:RHPLAN_15180 (K00912) lpxK; tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	TRUE	0.599	381	2.34E-115								Tetraacyldisaccharide-1-P 4'-kinase [PF02606.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_24	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	24	19245	19481	-1	C		rhz:RHPLAN_15190		rhz:RHPLAN_15190 ()	FALSE	0.924	132	8.48E-34								Uncharacterized protein conserved in bacteria (DUF2093) [PF09866.12]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_25	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	25	19614	21236	-1	A		rpa:RPA1161	K03601	rpa:RPA1161 (K03601) xseA; exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	TRUE	0.609	626	3.78E-196								"Exonuclease VII, large subunit [PF02601.18]; OB-fold nucleic acid binding domain [PF13742.9]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_26	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	26	21344	21628	1	C		smuc:JL100_035940		smuc:JL100_035940 ()	FALSE	0.427	66	1.26E-10													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_27	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	27	21625	22032	1	C		ali:AZOLI_1347		ali:AZOLI_1347 ()	FALSE	0.491	124	6.63E-30								PIN domain [PF01850.24]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_28	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	28	22060	23367	1	A		psin:CAK95_13360	K01945	psin:CAK95_13360 (K01945) purD; phosphoribosylamine---glycine ligase [EC:6.3.4.13]	TRUE	0.781	681	5.54E-217								"Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain [PF01071.22]; Phosphoribosylglycinamide synthetase, N domain [PF02844.18]; Phosphoribosylglycinamide synthetase, C domain [PF02843.19]; ATP-grasp domain [PF02655.17]; ATP-grasp domain [PF13535.9]; RimK-like ATP-grasp domain [PF08443.14]; D-ala D-ala ligase C-terminus [PF07478.16]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_29	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	29	23403	24479	1	A		rhz:RHPLAN_15380		rhz:RHPLAN_15380 ()	TRUE	0.77	560	8.66E-177								Phosphotransferase enzyme family [PF01636.26]; Choline/ethanolamine kinase [PF01633.23]; Ecdysteroid kinase-like family [PF02958.23]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_30	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	30	24479	25378	1	C		psin:CAK95_13345	"K07001,K07001"	psin:CAK95_13345 (K07001) K07001; NTE family protein	FALSE	0.577	304	4.33E-89								Patatin-like phospholipase [PF01734.25]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_31	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	31	25388	25816	-1	C		rbk:E0H22_06565	K11991	rbk:E0H22_06565 (K11991) tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]	FALSE	0.798	235	3.68E-68								MafB19-like deaminase [PF14437.9]; Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.26]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_32	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	32	25870	26994	1	A		bic:LMTR13_33265	K06178	bic:LMTR13_33265 (K06178) rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	TRUE	0.735	400	5.08E-121								RNA pseudouridylate synthase [PF00849.25]; S4 domain [PF01479.28]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_33	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	33	27013	27567	1	C		psin:CAK95_13330	K08316	psin:CAK95_13330 (K08316) rsmD; 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	FALSE	0.771	288	6.00E-86								Conserved hypothetical protein 95 [PF03602.18]; S-adenosylmethionine-dependent methyltransferase [PF10672.12]; Methyltransferase small domain [PF05175.17]; Putative RNA methylase family UPF0020 [PF01170.21]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_34	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	34	27574	28506	-1	A		rhz:RHPLAN_64320		rhz:RHPLAN_64320 ()	TRUE	0.633	378	1.08E-114								Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF08242.15]; Methyltransferase domain [PF13847.9]; Methyltransferase domain [PF13649.9]; ubiE/COQ5 methyltransferase family [PF01209.21]; Nodulation protein S (NodS) [PF05401.14]; Methionine biosynthesis protein MetW [PF07021.15]; Mycolic acid cyclopropane synthetase [PF02353.23]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_35	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	35	28556	29608	1	A		rhz:RHPLAN_64330	"K07577,K07577"	rhz:RHPLAN_64330 (K07577) K07577; putative mRNA 3-end processing factor	TRUE	0.844	586	7.75E-186								Metallo-beta-lactamase superfamily domain [PF16661.8]; Beta-lactamase superfamily domain [PF12706.10]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_36	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	36	29605	31452	1	A		rpd:RPD_0793	K10747	rpd:RPD_0793 (K10747) LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]	TRUE	0.706	873	3.46E-280								ATP dependent DNA ligase domain [PF01068.24]; DNA ligase N terminus [PF04675.17]; ATP dependent DNA ligase C terminal region [PF04679.18]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_37	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	37	31821	32603	1	A		trb:HB776_11495		trb:HB776_11495 ()	TRUE	0.717	374	2.75E-114								Transglycosylase SLT domain [PF01464.23]	GH23	GH23 lysozyme type G (EC 3.2.1.17); peptidoglycan lyase (EC 4.2.2.n1) also known in the literature as peptidoglycan lytic transglycosylase; chitinase (EC 3.2.1.14)	"3.2.1.17,3.2.1.17_or_4.2.2.n1,4.2.2.n1"	GH23.hmm	0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_38	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	38	32609	32914	-1	C		mets:DK389_09475		mets:DK389_09475 ()	FALSE	0.677	138	3.06E-35													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_39	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	39	32992	33276	-1	C		mets:DK389_22955		mets:DK389_22955 ()	FALSE	0.488	70	1.00E-11													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_40	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	40	33378	34673	-1	A		psin:CAK95_09580		psin:CAK95_09580 ()	TRUE	0.87	780	2.20E-251	MER0396163	M24B	MER0396163 - subfamily M24B non-peptidase homologues (Bradyrhizobium 3843) [M24.UNB]#M24B#{peptidase unit: 194-428}~source ZP_09436372~	TRUE	0.877	430	1.55E-132	Metallopeptidase family M24 [PF00557.27]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_41	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	41	34727	35890	-1	A		psin:CAK95_09620	K00549	psin:CAK95_09620 (K00549) metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	TRUE	0.689	534	4.56E-167								"Cobalamin-independent synthase, Catalytic domain [PF01717.21]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_42	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	42	35969	36298	-1	C		shum:STHU_41650		shum:STHU_41650 ()	FALSE	0.568	77	4.62E-14													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_43	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	43	36250	37224	-1	A		bro:BRAD285_4539		bro:BRAD285_4539 ()	TRUE	0.645	387	1.42E-117								"Histidine-specific methyltransferase, SAM-dependent [PF10017.12]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_44	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	44	37242	38504	-1	C		psin:CAK95_00205		psin:CAK95_00205 ()	FALSE	0.766	621	9.02E-197								Sulfatase-modifying factor enzyme 1 [PF03781.19]; DinB superfamily [PF12867.10]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_45	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	45	38779	39960	1	C		rhz:RHPLAN_03910	K01271	rhz:RHPLAN_03910 (K01271) pepQ; Xaa-Pro dipeptidase [EC:3.4.13.9]	FALSE	0.633	458	9.88E-141	MER0199027	M24B	MER0199027 - PH0974 dipeptidase (Natrialba magadii) [M24.034]#M24B#{peptidase unit: 149-378}~source ADD07493~	FALSE	0.262	86	2.80E-16	Metallopeptidase family M24 [PF00557.27]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_46	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	46	39952	41016	-1	A		nca:Noca_4476		nca:Noca_4476 ()	TRUE	0.594	405	3.67E-123	MER0074117	S09X	MER0074117 - family S9 unassigned peptidases (Acidothermus cellulolyticus) [S09.UPW]#S09X#{peptidase unit: 121-345}~source ABK52663~	FALSE	0.554	240	3.70E-68	Esterase FrsA-like [PF06500.14]; Prolyl oligopeptidase family [PF00326.24]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.21]; Acetyl xylan esterase (AXE1) [PF05448.15]; BAAT / Acyl-CoA thioester hydrolase C terminal [PF08840.14]; Abhydrolase family [PF12715.10]; Dienelactone hydrolase family [PF01738.21]; BD-FAE [PF20434.1]; alpha/beta hydrolase fold [PF07859.16]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3759633_47	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3759633	47	41013	41141	-1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3920323_1	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3920323	1	178	1137	1	C		rhz:RHPLAN_07610		rhz:RHPLAN_07610 ()	FALSE	0.661	344	1.65E-102								Protein of unknown function (DUF3108) [PF11306.11]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3920323_2	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3920323	2	1349	1585	1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3920323_3	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3920323	3	1914	2147	1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3920323_4	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3920323	4	2144	2428	1	C		rpx:Rpdx1_1085	K19092	rpx:Rpdx1_1085 (K19092) parE1_3_4; toxin ParE1/3/4	FALSE	0.462	77	3.33E-14								"ParE toxin of type II toxin-antitoxin system, parDE [PF05016.18]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3920323_5	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3920323	5	2521	5952	1	A		rhz:RHPLAN_07620	K17675	"rhz:RHPLAN_07620 (K17675) SUPV3L1, SUV3; ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]"	TRUE	0.635	1418	0								Helicase conserved C-terminal domain [PF00271.34]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3928996_1	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3928996	1	94	429	-1	C		vgo:GJW-30_1_00163	K05524	vgo:GJW-30_1_00163 (K05524) fdxA; ferredoxin	FALSE	0.942	224	5.78E-65								Domain of unknown function (DUF3470) [PF11953.11]; 4Fe-4S dicluster domain [PF14697.9]; 4Fe-4S dicluster domain [PF12838.10]; 4Fe-4S dicluster domain [PF13247.9]; 4Fe-4S dicluster domain [PF13187.9]; 4Fe-4S binding domain [PF00037.30]; 4Fe-4S dicluster domain [PF13534.9]; 4Fe-4S dicluster domain [PF13746.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3928996_2	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3928996	2	555	962	-1	C		rhz:RHPLAN_07630	K04762	rhz:RHPLAN_07630 (K04762) hslR; ribosome-associated heat shock protein Hsp15	FALSE	0.59	143	1.74E-36													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3928996_3	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3928996	3	1092	2054	-1	A		rhz:RHPLAN_01590	K22213	rhz:RHPLAN_01590 (K22213) PATG; 6-methylsalicylate decarboxylase [EC:4.1.1.52]	TRUE	0.613	372	2.54E-112								Amidohydrolase [PF04909.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3928996_4	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3928996	4	2094	3713	-1	A		moc:BB934_32555	K24163	moc:BB934_32555 (K24163) nhaK; monovalent cation/hydrogen antiporter	TRUE	0.665	708	2.05E-224								Sodium/hydrogen exchanger family [PF00999.24]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3928996_5	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3928996	5	3909	4436	1	C		bel:BE61_02800	"K06985,K06985"	bel:BE61_02800 (K06985) K06985; aspartyl protease family protein	FALSE	0.505	167	5.97E-44	MER0241696	A32	MER0241696 - family A32 unassigned peptidases (Rhodopseudomonas palustris) [A32.UPW]#A32#{peptidase unit: 1-168}~source YP_567442~	FALSE	0.499	162	1.74E-44	gag-polyprotein putative aspartyl protease [PF13975.9]; Aspartyl protease [PF13650.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3928996_6	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3928996	6	4534	6030	1	A		psin:CAK95_06730	K15778	psin:CAK95_06730 (K15778) pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	TRUE	0.853	882	1.80E-285								"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I [PF02878.19]; Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II [PF02879.19]; Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III [PF02880.19]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3928996_7	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3928996	7	6258	7070	-1	C		mlg:CWB41_00875		mlg:CWB41_00875 ()	FALSE	0.415	180	7.95E-47								Methyltransferase FkbM domain [PF05050.15]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3928996_8	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3928996	8	7104	8000	-1	C		star:G3545_14980		star:G3545_14980 ()	FALSE	0.401	186	1.07E-48								Methyltransferase domain [PF13578.9]; O-methyltransferase [PF01596.20]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3928996_9	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3928996	9	8509	9618	1	C		dcb:C3Y92_19955		dcb:C3Y92_19955 ()	FALSE	0.36	186	1.48E-47								Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]	GT4	"GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342); [retaining] UDP-GlcNAc: polypeptide alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-); UDP-GlcNAc: alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-)"	"2.4.1.131,2.4.1.13,2.4.1.14,2.4.1.157,2.4.1.198,2.4.1.208,2.4.1.21,2.4.1.231,2.4.1.241,2.4.1.245,2.4.1.252,2.4.1.257,2.4.1.270,2.4.1.283,2.4.1.285,2.4.1.290,2.4.1.342,2.4.1.57,2.4.1.-,2.4.2.-,2.4.1.132"	GT4.hmm	0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_3928996_10	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_3928996	10	9623	10855	1	D																Glycosyl transferases group 1 [PF13524.9]					0
